,Sectors Sector,Category Full,Category Label,Source Label,Año,Consumed,Source MMBtu,tCO2e
684,Transportation,On-Road,On-Road,Bus,2005,359049412.96999997,10044026.53,690727.35
685,Transportation,On-Road,On-Road,Bus,2006,342237762.21000004,9572692.389999999,656876.71
686,Transportation,On-Road,On-Road,Bus,2007,444663893.39,13431194.09,744501.18
687,Transportation,On-Road,On-Road,Bus,2008,396890762.0,12157035.02,645502.28
688,Transportation,On-Road,On-Road,Bus,2009,389694929.91999996,11896753.75,637219.4199999999
689,Transportation,On-Road,On-Road,Bus,2010,379200505.68,11500966.23,627187.4
690,Transportation,On-Road,On-Road,Bus,2011,361390225.42,10956554.21,597400.2300000001
691,Transportation,On-Road,On-Road,Bus,2012,365646054.1,11092028.8,603025.93
692,Transportation,On-Road,On-Road,Bus,2013,368875465.58,11194894.469999999,607142.5700000001
693,Transportation,On-Road,On-Road,Bus,2014,378776751.89,11095876.290000001,623545.53
694,Transportation,On-Road,On-Road,Bus,2015,371520743.33,10850728.18,608270.2699999999
695,Transportation,On-Road,On-Road,Bus,2016,365405498.9,10691556.26,595218.1499999999
696,Transportation,On-Road,On-Road,Bus,2017,349127844.58000004,10175557.620000001,574917.71
697,Transportation,On-Road,On-Road,Bus,2018,357885730.7,10460507.67,584693.74
698,Transportation,On-Road,On-Road,Bus,2019,311089434.58,9017623.56,519988.54000000004
699,Transportation,On-Road,On-Road,Bus,2020,237938786.53,6863833.989999999,402934.80000000005
700,Transportation,On-Road,On-Road,Bus,2021,237938786.53,8764207.219999999,481255.25
701,Transportation,On-Road,On-Road,Bus,2022,340098291.71,9991370.23,520395.45999999996
702,Transportation,On-Road,On-Road,Heavy duty trucks,2005,593693069.88,18831026.43,1354258.26
703,Transportation,On-Road,On-Road,Heavy duty trucks,2006,607070693.9,19245837.68,1384249.12
704,Transportation,On-Road,On-Road,Heavy duty trucks,2007,619189401.71,19620338.52,1411347.37
705,Transportation,On-Road,On-Road,Heavy duty trucks,2008,592278142.86,18758323.15,1349495.56
706,Transportation,On-Road,On-Road,Heavy duty trucks,2009,542172297.31,17162907.01,1234861.83
707,Transportation,On-Road,On-Road,Heavy duty trucks,2010,594050605.0,18795928.41,1353434.07
708,Transportation,On-Road,On-Road,Heavy duty trucks,2011,592279164.24,18730731.1,1348893.88
709,Transportation,On-Road,On-Road,Heavy duty trucks,2012,581762479.46,18389156.69,1324447.18
710,Transportation,On-Road,On-Road,Heavy duty trucks,2013,584020256.66,18451502.78,1329090.0
711,Transportation,On-Road,On-Road,Heavy duty trucks,2014,567752713.35,17928777.36,1291586.18
712,Transportation,On-Road,On-Road,Heavy duty trucks,2015,581576157.03,18356317.82,1322537.46
713,Transportation,On-Road,On-Road,Heavy duty trucks,2016,593983595.7800001,4955097.9,1347149.29
714,Transportation,On-Road,On-Road,Heavy duty trucks,2017,603649614.27,4972186.66,1365428.93
715,Transportation,On-Road,On-Road,Heavy duty trucks,2018,630566955.99,4972186.66,1422529.18
716,Transportation,On-Road,On-Road,Heavy duty trucks,2019,646767256.8000001,20408427.009999998,1455213.4700000002
717,Transportation,On-Road,On-Road,Heavy duty trucks,2020,606182648.42,19126522.23,1360297.06
718,Transportation,On-Road,On-Road,Heavy duty trucks,2021,661970598.4699999,20300767.6,1471707.8499999999
719,Transportation,On-Road,On-Road,Heavy duty trucks,2022,684491038.3299999,21594478.330000002,1527952.22
720,Transportation,On-Road,On-Road,Medium duty trucks,2005,487628580.14,5670969.36,387163.75
721,Transportation,On-Road,On-Road,Medium duty trucks,2006,506040104.07000005,5883203.47,401155.02
722,Transportation,On-Road,On-Road,Medium duty trucks,2007,520366023.40000004,6048411.34,411956.9
723,Transportation,On-Road,On-Road,Medium duty trucks,2008,516234089.57,5999638.9799999995,408224.45
724,Transportation,On-Road,On-Road,Medium duty trucks,2009,491570075.12,5712844.890000001,388366.07
725,Transportation,On-Road,On-Road,Medium duty trucks,2010,497449951.43,5780972.529999999,392719.95
726,Transportation,On-Road,On-Road,Medium duty trucks,2011,490088167.75,5696366.19,386724.10000000003
727,Transportation,On-Road,On-Road,Medium duty trucks,2012,489653387.89,5692820.27,386280.83999999997
728,Transportation,On-Road,On-Road,Medium duty trucks,2013,506783678.88,5894121.38,399777.33
729,Transportation,On-Road,On-Road,Medium duty trucks,2014,524866132.02,6107244.710000001,413689.75
730,Transportation,On-Road,On-Road,Medium duty trucks,2015,545408442.5699999,6349797.1899999995,430483.32
731,Transportation,On-Road,On-Road,Medium duty trucks,2016,552286928.26,241829877.66,430105.35000000003
732,Transportation,On-Road,On-Road,Medium duty trucks,2017,564027571.48,242579550.28,433241.33
733,Transportation,On-Road,On-Road,Medium duty trucks,2018,582356672.3699999,242579550.28,441205.98
734,Transportation,On-Road,On-Road,Medium duty trucks,2019,589156171.34,6584792.71,440046.65
735,Transportation,On-Road,On-Road,Medium duty trucks,2020,497041529.13000005,5496875.869999999,365919.02
736,Transportation,On-Road,On-Road,Medium duty trucks,2021,551167033.87,6030753.07,400055.73
737,Transportation,On-Road,On-Road,Medium duty trucks,2022,593028561.36,6419015.8,423891.45
738,Transportation,On-Road,On-Road,Passenger cars,2005,19318051045.87,192791648.04,12860259.43
739,Transportation,On-Road,On-Road,Passenger cars,2006,19406873055.38,192509116.75,12828084.43
740,Transportation,On-Road,On-Road,Passenger cars,2007,19482932750.71,192092020.45,12786857.22
741,Transportation,On-Road,On-Road,Passenger cars,2008,18876897077.03,184938566.47,12297498.3
742,Transportation,On-Road,On-Road,Passenger cars,2009,18691006528.77,181978498.36,12087651.48
743,Transportation,On-Road,On-Road,Passenger cars,2010,19657033168.52,190187067.78,12619175.98
744,Transportation,On-Road,On-Road,Passenger cars,2011,19149389857.87,184108805.35,12202449.45
745,Transportation,On-Road,On-Road,Passenger cars,2012,18929782073.09,180844101.5,11972767.4
746,Transportation,On-Road,On-Road,Passenger cars,2013,19007342559.31,180427002.75,11931734.6
747,Transportation,On-Road,On-Road,Passenger cars,2014,19012654923.01,179319018.51,11844931.68
748,Transportation,On-Road,On-Road,Passenger cars,2015,19662888321.73,184253723.58,12157010.71
749,Transportation,On-Road,On-Road,Passenger cars,2016,20244327807.29,191275814.65,12437484.31
750,Transportation,On-Road,On-Road,Passenger cars,2017,20439338696.31,191870321.55999997,12484566.31
751,Transportation,On-Road,On-Road,Passenger cars,2018,21080754311.88,191870321.55999997,12805237.63
752,Transportation,On-Road,On-Road,Passenger cars,2019,21523925338.49,197477017.59,12997213.55
753,Transportation,On-Road,On-Road,Passenger cars,2020,16593133288.16,151449671.69,9961821.7
754,Transportation,On-Road,On-Road,Passenger cars,2021,20188205866.91,183303492.7,12054820.41
755,Transportation,On-Road,On-Road,Passenger cars,2022,21323591646.66,191780477.49,12652887.64
756,Transportation,On-Road,On-Road,SWCV,2005,38600985.12,941745.16,65624.51
757,Transportation,On-Road,On-Road,SWCV,2006,38741310.93,944295.49,65807.56
758,Transportation,On-Road,On-Road,SWCV,2007,38882146.86,946851.91,65991.08
759,Transportation,On-Road,On-Road,SWCV,2008,39023494.78,949414.44,66175.07
760,Transportation,On-Road,On-Road,SWCV,2009,39165356.54,951983.09,66359.52
761,Transportation,On-Road,On-Road,SWCV,2010,39307734.0,954557.87,66544.43
762,Transportation,On-Road,On-Road,SWCV,2011,39450421.07,957133.74,66729.46
763,Transportation,On-Road,On-Road,SWCV,2012,39593041.47,959701.56,66913.97
764,Transportation,On-Road,On-Road,SWCV,2013,39735661.87,962262.96,67098.07
765,Transportation,On-Road,On-Road,SWCV,2014,39875942.15,964761.31,67277.6
766,Transportation,On-Road,On-Road,SWCV,2015,40020902.66,967366.46,67465.05
767,Transportation,On-Road,On-Road,SWCV,2016,40189447.83,22199623.19,68222.20999999999
768,Transportation,On-Road,On-Road,SWCV,2017,40383340.67,22268618.1,69013.76000000001
769,Transportation,On-Road,On-Road,SWCV,2018,40660379.53,22268618.1,70462.01
770,Transportation,On-Road,On-Road,SWCV,2019,40875410.86,988525.24,71472.09000000001
771,Transportation,On-Road,On-Road,SWCV,2020,41091384.64,993873.6100000001,72487.76000000001
772,Transportation,On-Road,On-Road,SWCV,2021,41308304.64,999245.65,73509.03
773,Transportation,On-Road,On-Road,SWCV,2022,41526174.669999994,1004641.4400000001,74535.93999999999
774,Transportation,On-Road,On-Road,School Bus,2005,51309025.0,650953.34,47222.09
775,Transportation,On-Road,On-Road,School Bus,2006,52807653.88,677861.54,49178.01
776,Transportation,On-Road,On-Road,School Bus,2007,54306282.75,705217.85,51166.67
777,Transportation,On-Road,On-Road,School Bus,2008,55804911.62,733022.28,53188.05
778,Transportation,On-Road,On-Road,School Bus,2009,57303540.5,761274.83,55242.16
779,Transportation,On-Road,On-Road,School Bus,2010,58802169.38,789975.5,57329.01
780,Transportation,On-Road,On-Road,School Bus,2011,60300798.25,819124.28,59448.58
781,Transportation,On-Road,On-Road,School Bus,2012,61799427.12,848721.18,61600.89
782,Transportation,On-Road,On-Road,School Bus,2013,63298056.0,878766.2,63785.93
783,Transportation,On-Road,On-Road,School Bus,2014,64796684.88,909259.33,66003.31
784,Transportation,On-Road,On-Road,School Bus,2015,66295313.75,940200.58,68254.19
785,Transportation,On-Road,On-Road,School Bus,2016,67791414.88,3722384.97,67714.77
786,Transportation,On-Road,On-Road,School Bus,2017,69294333.51,3733924.36,67090.43
787,Transportation,On-Road,On-Road,School Bus,2018,70790360.99,3733924.36,66367.04
788,Transportation,On-Road,On-Road,School Bus,2019,72286276.72,929166.01,65551.6
789,Transportation,On-Road,On-Road,School Bus,2020,73789459.54,923996.89,64651.68
790,Transportation,On-Road,On-Road,School Bus,2021,75285301.62,636980.9,63652.27
791,Transportation,On-Road,On-Road,School Bus,2022,77867821.73,638269.39,63430.21
792,Transportation,Railways,Railways,Diesel,2005,1375601.3,191731.31,14214.94
793,Transportation,Railways,Railways,Diesel,2006,1400047.04,195138.56,14467.55
794,Transportation,Railways,Railways,Diesel,2007,1400047.04,195138.56,14467.55
795,Transportation,Railways,Railways,Diesel,2008,1408755.52,196352.34,14557.54
796,Transportation,Railways,Railways,Diesel,2009,1364645.28,190204.26,14101.73
797,Transportation,Railways,Railways,Diesel,2010,1337774.13,186458.96,13824.05
798,Transportation,Railways,Railways,Diesel,2011,1370975.43,191086.55,14167.14
799,Transportation,Railways,Railways,Diesel,2012,1252326.23,174549.23,12941.06
800,Transportation,Railways,Railways,Diesel,2013,1441746.75,200950.66,14898.46
801,Transportation,Railways,Railways,Diesel,2014,1445165.5,201427.17,14933.79
802,Transportation,Railways,Railways,Diesel,2015,1440318.85,200751.64,14883.71
803,Transportation,Railways,Railways,Diesel,2016,1328500.45,185166.39,13728.22
804,Transportation,Railways,Railways,Diesel,2017,1426605.45,198840.27,14742.0
805,Transportation,Railways,Railways,Diesel,2018,1461415.38,203692.07,15101.71
806,Transportation,Railways,Railways,Diesel,2019,1691957.64,235825.06,17484.05
807,Transportation,Railways,Railways,Diesel,2020,1291342.37,179987.3,13344.24
808,Transportation,Railways,Railways,Diesel,2021,1480224.41,206313.68,15296.08
809,Transportation,Railways,Railways,Diesel,2022,1607894.57,224108.35,16615.37
810,Transportation,Railways,Railways,Electricity,2005,2223041707.65,19341796.68,1107434.24
811,Transportation,Railways,Railways,Electricity,2006,2140907587.58,18627180.56,899597.59
812,Transportation,Railways,Railways,Electricity,2007,2158819942.68,18783028.79,915889.08
813,Transportation,Railways,Railways,Electricity,2008,2233046139.92,19428841.25,850297.75
814,Transportation,Railways,Railways,Electricity,2009,2382461920.32,20728848.18,797405.72
815,Transportation,Railways,Railways,Electricity,2010,2218898721.62,19305750.22,758079.2
816,Transportation,Railways,Railways,Electricity,2011,2114957235.83,18401396.93,655243.57
817,Transportation,Railways,Railways,Electricity,2012,2173059596.96,18906922.33,705737.61
818,Transportation,Railways,Railways,Electricity,2013,2212254150.92,19247938.47,659435.58
819,Transportation,Railways,Railways,Electricity,2014,2154131108.12,18742233.12,703276.42
820,Transportation,Railways,Railways,Electricity,2015,2163557443.17,18824247.89,690178.5
821,Transportation,Railways,Railways,Electricity,2016,2128891160.85,18522630.43,683094.54
822,Transportation,Railways,Railways,Electricity,2017,2104459509.88,18310060.41,589804.24
823,Transportation,Railways,Railways,Electricity,2018,2195841805.3,19105141.21,678642.48
824,Transportation,Railways,Railways,Electricity,2019,2229864150.72,19401156.03,645501.07
825,Transportation,Railways,Railways,Electricity,2020,1851196246.62,16106518.06,535884.29
826,Transportation,Railways,Railways,Electricity,2021,1992455247.51,17335556.13,654198.85
827,Transportation,Railways,Railways,Electricity,2022,2133596277.28,18563567.77,689503.64
828,Transportation,Railways,Railways,Upstream Electricity,2005,2223041707.65,19341796.68,0.0
829,Transportation,Railways,Railways,Upstream Electricity,2006,2140907587.58,18627180.56,0.0
830,Transportation,Railways,Railways,Upstream Electricity,2007,2158819942.68,18783028.79,0.0
831,Transportation,Railways,Railways,Upstream Electricity,2008,2233046139.92,19428841.25,0.0
832,Transportation,Railways,Railways,Upstream Electricity,2009,2382461920.32,20728848.18,0.0
833,Transportation,Railways,Railways,Upstream Electricity,2010,2218898721.62,19305750.22,0.0
834,Transportation,Railways,Railways,Upstream Electricity,2011,2114957235.83,18401396.93,0.0
835,Transportation,Railways,Railways,Upstream Electricity,2012,2173059596.96,18906922.33,0.0
836,Transportation,Railways,Railways,Upstream Electricity,2013,2212254150.92,19247938.47,0.0
837,Transportation,Railways,Railways,Upstream Electricity,2014,2154131108.12,18742233.12,0.0
838,Transportation,Railways,Railways,Upstream Electricity,2015,2163557443.17,18824247.89,0.0
839,Transportation,Railways,Railways,Upstream Electricity,2016,2128891160.85,18522630.43,0.0
840,Transportation,Railways,Railways,Upstream Electricity,2017,2104459509.88,18310060.41,0.0
841,Transportation,Railways,Railways,Upstream Electricity,2018,2195841805.3,19105141.21,0.0
842,Transportation,Railways,Railways,Upstream Electricity,2019,2229864150.72,19401156.03,0.0
843,Transportation,Railways,Railways,Upstream Electricity,2020,1851196246.62,16106518.06,0.0
844,Transportation,Railways,Railways,Upstream Electricity,2021,1992455247.51,17335556.13,0.0
845,Transportation,Railways,Railways,Upstream Electricity,2022,2133596277.28,18563567.77,0.0
846,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2005,26351.0,0.0,5046.22
847,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2006,36787.16,0.0,7044.74
848,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2007,26374.39,0.0,5050.7
849,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2008,18717.19,0.0,3584.34
850,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2009,20689.42,0.0,3962.02
851,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2010,21730.67,0.0,4161.42
852,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2011,20101.28,0.0,3849.4
853,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2012,18731.65,0.0,3587.11
854,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2013,20562.45,0.0,3937.71
855,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2014,29207.44,0.0,5593.23
856,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2015,36807.66,0.0,7048.67
857,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2016,43783.36,0.0,8384.51
858,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2017,57098.08,0.0,10934.28
859,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2018,72940.27,0.0,13968.06
860,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2019,68451.46,0.0,13108.46
861,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2020,44652.3,0.0,8550.91
862,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2021,39428.22,0.0,7550.5
863,Waste,Biological treatment,Biological treatment,CH4 and N2O from composting,2022,45240.0,0.0,8663.46
864,Waste,Landfills,Landfills,CH4,2005,7420036.11,0.0,2264616.2
865,Waste,Landfills,Landfills,CH4,2006,6454706.06,0.0,1969994.72
866,Waste,Landfills,Landfills,CH4,2007,6366451.22,0.0,1943059.09
867,Waste,Landfills,Landfills,CH4,2008,6351754.26,0.0,1938573.54
868,Waste,Landfills,Landfills,CH4,2009,6235455.51,0.0,1903078.82
869,Waste,Landfills,Landfills,CH4,2010,6163776.94,0.0,1881202.32
870,Waste,Landfills,Landfills,CH4,2011,6308840.79,0.0,1925476.22
871,Waste,Landfills,Landfills,CH4,2012,6221994.67,0.0,1898970.54
872,Waste,Landfills,Landfills,CH4,2013,6191594.39,0.0,1889692.29
873,Waste,Landfills,Landfills,CH4,2014,6245818.31,0.0,1906241.58
874,Waste,Landfills,Landfills,CH4,2015,6166621.39,0.0,1882070.45
875,Waste,Landfills,Landfills,CH4,2016,6205162.84,0.0,1893833.41
876,Waste,Landfills,Landfills,CH4,2017,6221001.96,0.0,1898667.56
877,Waste,Landfills,Landfills,CH4,2018,6254262.74,0.0,1908818.84
878,Waste,Landfills,Landfills,CH4,2019,6264380.99,0.0,1911906.96
879,Waste,Landfills,Landfills,CH4,2020,6423022.5,0.0,1960324.8
880,Waste,Landfills,Landfills,CH4,2021,6316535.18,0.0,1927824.57
881,Waste,Landfills,Landfills,CH4,2022,6266991.55,0.0,1912703.71
882,Waste,Wastewater treatment,Wastewater treatment,CH4,2005,6536.09,0.0,183010.53
883,Waste,Wastewater treatment,Wastewater treatment,CH4,2006,6834.84,0.0,191375.51
884,Waste,Wastewater treatment,Wastewater treatment,CH4,2007,12180.65,0.0,341058.17
885,Waste,Wastewater treatment,Wastewater treatment,CH4,2008,11986.32,0.0,335616.98
886,Waste,Wastewater treatment,Wastewater treatment,CH4,2009,10704.3,0.0,299720.36
887,Waste,Wastewater treatment,Wastewater treatment,CH4,2010,9217.05,0.0,258077.4
888,Waste,Wastewater treatment,Wastewater treatment,CH4,2011,9956.32,0.0,278777.1
889,Waste,Wastewater treatment,Wastewater treatment,CH4,2012,7499.95,0.0,209998.6
890,Waste,Wastewater treatment,Wastewater treatment,CH4,2013,6596.89,0.0,184713.04
891,Waste,Wastewater treatment,Wastewater treatment,CH4,2014,5698.74,0.0,159564.63
892,Waste,Wastewater treatment,Wastewater treatment,CH4,2015,6118.91,0.0,171329.51
893,Waste,Wastewater treatment,Wastewater treatment,CH4,2016,4140.57,0.0,115935.88
894,Waste,Wastewater treatment,Wastewater treatment,CH4,2017,3192.28,0.0,89383.73
895,Waste,Wastewater treatment,Wastewater treatment,CH4,2018,4986.15,0.0,139612.07
896,Waste,Wastewater treatment,Wastewater treatment,CH4,2019,6091.35,0.0,170557.72
897,Waste,Wastewater treatment,Wastewater treatment,CH4,2020,2645.06,0.0,74061.74
898,Waste,Wastewater treatment,Wastewater treatment,CH4,2021,2270.86,0.0,63584.02
899,Waste,Wastewater treatment,Wastewater treatment,CH4,2022,3192.62,0.0,89393.3
900,Waste,Wastewater treatment,Wastewater treatment,N2O,2005,285.64,0.0,75693.66
901,Waste,Wastewater treatment,Wastewater treatment,N2O,2006,278.32,0.0,73755.34
902,Waste,Wastewater treatment,Wastewater treatment,N2O,2007,286.83,0.0,76008.64
903,Waste,Wastewater treatment,Wastewater treatment,N2O,2008,291.98,0.0,77375.69
904,Waste,Wastewater treatment,Wastewater treatment,N2O,2009,294.02,0.0,77914.17
905,Waste,Wastewater treatment,Wastewater treatment,N2O,2010,279.61,0.0,74097.71
906,Waste,Wastewater treatment,Wastewater treatment,N2O,2011,278.04,0.0,73681.63
907,Waste,Wastewater treatment,Wastewater treatment,N2O,2012,258.62,0.0,68535.62
908,Waste,Wastewater treatment,Wastewater treatment,N2O,2013,256.88,0.0,68074.01
909,Waste,Wastewater treatment,Wastewater treatment,N2O,2014,255.48,0.0,67701.95
910,Waste,Wastewater treatment,Wastewater treatment,N2O,2015,251.31,0.0,66597.03
911,Waste,Wastewater treatment,Wastewater treatment,N2O,2016,236.62,0.0,62705.15
912,Waste,Wastewater treatment,Wastewater treatment,N2O,2017,248.91,0.0,65960.75
913,Waste,Wastewater treatment,Wastewater treatment,N2O,2018,255.27,0.0,67647.48
914,Waste,Wastewater treatment,Wastewater treatment,N2O,2019,245.41,0.0,65032.84
915,Waste,Wastewater treatment,Wastewater treatment,N2O,2020,213.21,0.0,56501.83
916,Waste,Wastewater treatment,Wastewater treatment,N2O,2021,216.15,0.0,57280.18
917,Waste,Wastewater treatment,Wastewater treatment,N2O,2022,220.24,0.0,58363.1
